PRACTICE_ID,STATE,NUM_EPS_VM,GPRO,ELIG_UP_ADJUST,CATEGORY,VM_PAYMENT_ADJ,UPDATED_VM,COST_COMP_TIER_TEXT,QUAL_COMP_TIER_TEXT,ZB_COST_CMPSCR_POOL_RND,ZB_QUAL_CMPSCR_POOL_RND
13580003861,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.00,0.08
13607225116,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
13612276947,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.20,0.74
13623841379,CT,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.09,-0.70
13672907506,RI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.36,.
13673668620,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.01,-0.39
13679873000,ND,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.13,0.54
13683637828,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.44,0.55
13693485346,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.49,0.21
13700355166,GA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.02,0.34
13707799539,PA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.29,.
13709074694,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.42,0.35
13711759935,NY,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.28,-0.38
13718640171,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.65,.
13750785627,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.02,0.56
13770709473,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.75,-0.61
13773254042,AR,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.09,-0.22
13781786563,GA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.17,0.30
13783376592,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13785720023,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.07,0.70
13791077954,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.65,-0.54
13793191160,MA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.40,0.27
13793464515,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.39,0.84
13793985224,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.33,0.18
13795527581,PR,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.38,.
13803046842,FL,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,0.07,.
13814932942,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.18,0.43
13825337354,WV,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.02,.
13828962259,CT,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13830280292,MO,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.20,-1.69
13830817831,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.99,.
13835822577,MO,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.59,0.87
13870726999,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13880090811,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13893313285,MN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.17,0.36
13910848228,MS,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.06,.
13918944248,PR,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.83,.
13934609774,FL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
13936512168,MD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13966463597,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.22,0.33
13980445406,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.55,.
13981869514,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.11,-0.01
13989978538,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.31,0.39
13997793589,GA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.06,.
14007864725,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.04,0.12
14022235728,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.40,-0.01
14029802759,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.10,-0.05
14041549051,GA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.06,0.06
14051512494,IL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.07,.
14058748675,ME,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.23,.
14094371183,IL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
14097736201,KS,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,1.58,.
14117894124,OR,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.84,.
14141795039,MA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.45,-0.72
14143911719,KS,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.01,0.36
14145437745,RI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.38,.
14150918075,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.36,-0.79
14160133561,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.61,0.41
14165140998,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.93,.
14183053377,MN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.49,0.78
14187557651,KY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.06,-0.39
14194846212,IA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.94,.
14196940309,GA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.29,-0.45
14202524042,WI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.36,0.75
14207682498,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.18,0.42
14222229347,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.25,0.28
14230424997,AZ,100+ EPs,0,Not Eligible,CAT1,-1.0%,.,High,Low,2.29,-1.99
14245010759,ID,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.07,.
14245586658,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.26,-0.12
14250582678,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.49,-3.38
14257459436,MD,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,2.59,.
14262087629,WA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.13,.
14273678309,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.17,1.86
14276173732,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,1.57,1.86
14307137723,IA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.39,0.75
14315304619,LA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.23,.
14367720857,IN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.35,0.19
14384339550,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.30,-0.24
14388269356,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.56,-0.66
14399304849,CT,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.04,0.20
14408595068,MD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.27,0.53
14440501959,VA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.28,-0.51
14443844315,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.21,-0.41
14452334596,PA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
14485175619,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.27,.
14490340876,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.05,-0.14
14501241250,OK,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.11,-0.12
14505077421,MI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.18,0.36
14507250532,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.95,.
14509620406,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.41,.
14542640322,SD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.16,0.58
14558838264,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.01,0.25
14560701891,MN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.28,-0.33
14567483584,VA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.13,-0.11
14585664969,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
14603810371,OR,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.45,0.05
14618335124,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.25,0.87
14619720425,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.13,.
14622659467,MS,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.03,-0.56
14624619489,SD,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.15,0.89
14644667790,IL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.72,.
14647427343,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.34,0.82
14657874769,KY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.13,.
14684545978,TX,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.10,0.15
14696974165,KS,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.36,0.36
14702777630,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
14720095866,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.22,-0.04
14722572551,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.74,.
14723809341,TX,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.08,0.04
14731365759,RI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.77,1.86
14735134002,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.39,0.29
14753437366,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
14759566463,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.35,.
14761017873,CT,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.23,0.56
14766456666,AK,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.82,.
14779544198,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.26,0.80
14783694081,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,1.75,-0.79
14789130515,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.15,0.90
14796048044,GA,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.52,0.41
14796289536,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.13,-0.48
14813070793,MD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
14827291567,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.23,0.44
14831272853,WA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.23,.
14832888728,VA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.19,0.31
14836371541,NE,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.13,0.54
14842550003,GA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.45,.
14846351505,IN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.02,.
14848676512,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,1.01,-0.62
14878294265,OH,100+ EPs,1,Not Eligible,CAT1,1.0xAF,.,Average,High,-0.36,1.47
14878612298,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
14879751697,AL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.41,.
14893457596,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
14908134143,GA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.21,-3.02
14913001040,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.66,-0.10
14924380090,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.96,-0.19
14930524717,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.25,.
14930899448,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.02,-0.15
14935104470,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.34,-0.13
14939662411,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.28,0.74
14949385771,VA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.08,.
14965892811,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.07,0.06
14971755736,MT,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.02,-3.86
14972956732,MD,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.12,.
14982589239,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.14,-1.92
14982949144,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.31,0.67
14991096328,AR,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.26,0.33
15018219701,KS,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.04,1.14
15019325220,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,2.54,-1.04
15022888596,NV,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.52,0.36
15027071289,ME,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.37,-0.56
15033967304,MN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.96,.
15035423667,NC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15045658955,WA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.22,.
15048855334,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15058648307,CT,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.09,0.05
15059701118,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.05,0.37
15084094789,FL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15100345160,MN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.53,0.03
15101071300,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.00,0.25
15114205794,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15124837235,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.18,0.16
15151889799,WA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.79,0.49
15155953190,TX,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15156633884,LA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15156779399,MI,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.03,0.90
15160715885,NJ,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.30,.
15190725906,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.11,0.19
15194653696,VA,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.39,0.47
15197472651,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.01,.
15201918988,NC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15205484435,NV,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.36,-0.09
15230657915,TX,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15241891241,MN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.09,0.54
15244403176,IN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.02,0.45
15253068749,ME,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.22,0.11
15263748460,SC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.41,.
15276555608,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15280491880,IL,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,-0.04,.
15291546779,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
15314413190,WV,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.01,-0.78
15316084945,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
15317372908,SC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.31,.
15340063963,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.11,-0.36
15348128504,MN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.09,0.36
15360312487,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.04,0.12
15372360700,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,2.32,-10.75
15372698978,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.76,-0.92
15379464466,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.04,-0.13
15383394898,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
15421076228,TN,100+ EPs,0,Not Eligible,CAT1,-0.5%,.,Average,Low,-0.30,-4.13
15428305247,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.47,-0.44
15436059814,SC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.12,0.45
15441603041,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.41,-0.90
15468886367,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.05,0.31
15472430254,MS,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.60,-0.02
15476345776,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.22,0.17
15481789992,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
15493726002,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.57,.
15529310168,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.25,-0.38
15537291740,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.14,-0.37
15553990609,VA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.55,-1.60
15561382789,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.08,-0.24
15570506060,MN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.30,0.29
15592370126,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.29,-0.02
15602727611,CO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.28,1.86
15614752243,GA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.11,.
15615412837,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.54,.
15637095196,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.48,.
15651012182,MN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.08,.
15680547939,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.11,-0.16
15686385843,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.39,1.38
15692889052,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.30,0.22
15694432515,RI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15695872111,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.32,0.52
15704512503,SC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.07,0.32
15717236451,NJ,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
15718871842,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.09,0.28
15724336929,MA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.04,-0.19
15731053241,PA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15736045756,VA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.55,0.01
15738300467,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15742471812,KS,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.64,-0.27
15744708832,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.14,0.15
15747378855,LA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.07,.
15749009892,NH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.00,.
15764375618,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.28,.
15767569051,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,2.78,-0.67
15789945756,UT,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.15,0.97
15793845931,KY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.33,.
15818014033,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
15821629052,GA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.04,-0.11
15822788181,ME,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,1.83,.
15838149888,GA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.04,.
15839348519,MN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.07,-0.61
15848427741,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.50,0.63
15860410556,ID,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.52,.
15861055322,FL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.33,.
15895452266,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
15921708099,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.59,.
15925076420,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.17,-0.30
15925975097,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.03,0.26
15929292939,CO,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.39,0.11
15936117575,TX,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.39,-4.43
15947545313,OR,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.18,0.10
15962068792,LA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.85,.
15986896849,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,1.53,.
15992698350,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.41,0.52
15998258728,CT,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.72,.
16000139727,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,4.44,-2.33
16003042404,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.32,0.34
16008765709,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.38,0.26
16013312344,GA,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,-0.97,.
16017460956,RI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
16036203809,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
16043647891,CT,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.66,.
16068126433,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.24,-0.16
16082935298,TX,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.76,0.11
16103700453,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.04,0.48
16120594486,IN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.13,.
16122134928,IN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.18,-0.35
16132405375,WA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.44,0.45
16138442089,NC,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,-0.37,.
16148411962,TX,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.42,.
16148648639,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.54,-0.10
16151512896,VA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
16160309377,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.21,.
16167050204,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.76,-1.39
16176440271,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.29,0.63
16178931419,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.56,-0.35
16185779462,MS,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.29,-0.38
16194150410,WA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.11,0.70
16194232707,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
16212954994,NY,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,5.44,.
16213214618,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.09,-0.83
16216514388,HI,100+ EPs,0,Not Eligible,CAT1,1.0xAF,.,Average,High,-0.69,1.40
