PRACTICE_ID,STATE,NUM_EPS_VM,GPRO,ELIG_UP_ADJUST,CATEGORY,VM_PAYMENT_ADJ,UPDATED_VM,COST_COMP_TIER_TEXT,QUAL_COMP_TIER_TEXT,ZB_COST_CMPSCR_POOL_RND,ZB_QUAL_CMPSCR_POOL_RND
11101237114,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.25,.
11106767515,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11135458926,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.45,.
11142567594,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.08,0.88
11145552756,SC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.56,.
11160349809,TX,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.69,.
11174983869,KS,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.30,-0.60
11176155988,CT,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.44,0.50
11178174522,FL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.27,.
11180657905,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11193111600,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.14,-0.95
11221390830,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.42,0.96
11222835447,AZ,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.03,-0.25
11223794856,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.32,.
11243266536,MO,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
11257811189,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.27,.
11262405243,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.76,-0.23
11297241350,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.09,.
11308388894,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.02,-0.99
11321844273,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
11331064215,OK,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.38,-2.82
11344828601,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.24,0.00
11350018247,IL,100+ EPs,0,Not Eligible,CAT1,1.0xAF,.,Low,Average,-1.13,-0.62
11351140743,TN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,2.07,-0.29
11358001146,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
11392217160,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.02,0.13
11397916638,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.67,1.37
11399045536,NY,100+ EPs,0,Not Eligible,CAT1,1.0xAF,.,Average,High,-0.64,1.02
11428900033,NM,100+ EPs,1,Not Eligible,CAT1,1.0xAF,.,Average,High,-0.38,1.44
11434729458,CT,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.16,-0.55
11434981218,TX,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.43,.
11445022922,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11449274812,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.14,0.37
11451485758,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.59,.
11461437948,AZ,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.11,0.84
11490996417,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.00,0.53
11501466225,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.04,0.16
11535748672,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.13,-0.48
11551265754,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11561705501,GA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11562055536,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11577686370,AZ,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.30,.
11579540552,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11588421408,OR,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.42,0.54
11598780570,GA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,10.39,.
11605320741,SD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.10,-1.08
11606671005,IN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.18,.
11620596142,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.05,0.12
11624082199,CT,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.29,.
11632046723,IL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
11640819379,MD,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,4.20,.
11659460841,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.36,-0.19
11660295292,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.65,0.69
11660626885,WV,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.13,-1.27
11666234343,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.05,-0.70
11682065321,MI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.01,0.16
11684543963,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11688156987,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.33,.
11693214327,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11694570796,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.91,1.07
11699443213,NE,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.15,0.70
11734168372,WA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.34,0.16
11739941384,CO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.39,0.21
11761369736,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.72,-0.44
11762547130,FL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.25,.
11763652191,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.14,-0.39
11772520652,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.35,-0.53
11780953743,WA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.06,.
11789338482,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
11796689171,AL,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.25,-0.69
11798640488,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.02,-0.53
11802606229,MD,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.09,0.07
11804256717,GA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.11,.
11815242258,OK,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.41,-1.96
11827492158,IL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
11845464353,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.60,0.23
11882651325,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.08,0.14
11888651434,MD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.08,-0.82
11888696533,VA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
11903577836,NJ,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.07,-0.03
11929845363,OK,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.04,0.03
11935950127,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.18,-0.21
11952835135,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.12,0.39
11979921800,PA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
11981516434,MA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.04,0.02
11991723529,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.15,.
12019411864,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.08,.
12020715841,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.71,.
12026328373,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12028143546,TN,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.16,-0.47
12037798490,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.01,0.05
12039081005,PA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
12039523444,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.62,0.67
12052759526,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.20,.
12053050017,NM,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.37,0.74
12055135377,TX,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,5.70,-2.48
12057978944,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.30,.
12066421507,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.32,0.66
12087204377,RI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.33,0.58
12091909848,WI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.39,.
12111394180,CT,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.37,0.46
12115664380,NC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
12132965345,WA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.06,.
12133789242,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12140594181,MN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12145037935,ND,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.47,0.82
12164265611,IL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,2.84,.
12167674341,CO,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,1.94,-0.94
12177031250,DC,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.01,-0.19
12186981335,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12189672110,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.55,0.73
12194815304,SC,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.04,0.27
12209076216,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.06,0.06
12219342084,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
12229801144,MN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
12234631954,WI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.21,.
12236791181,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.16,-0.36
12245863835,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12247960957,WV,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.27,-1.02
12262242188,NY,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.18,-0.36
12274701754,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.36,0.74
12283976022,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.11,0.11
12294423459,CA,100+ EPs,1,Not Eligible,CAT1,1.0xAF,.,Average,High,-0.33,1.12
12294903368,NY,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.21,-0.07
12300083002,MI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.06,.
12313982956,VA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.08,0.21
12328681087,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.28,-1.04
12336751190,SC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.20,.
12357050681,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.09,0.32
12358101679,VA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12362744124,CT,100+ EPs,1,Not Eligible,CAT1,-0.5%,.,Average,Low,0.03,-6.15
12366688724,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.15,0.51
12367196258,PA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.07,.
12372564937,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.40,0.53
12379744742,NJ,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
12387662069,NM,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.61,-2.77
12395247850,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,1.22
12398480508,HI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.23,.
12410369183,KY,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.21,0.56
12418326086,UT,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.19,.
12424288695,FL,100+ EPs,0,Not Eligible,CAT1,1.0xAF,.,Average,High,0.18,1.08
12449565900,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12451114054,VA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.02,0.20
12459584426,AZ,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.65,.
12460098798,NC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,4.40,.
12463706266,GA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.68,-0.95
12472258916,ND,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.18,0.77
12486757119,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.44,-0.04
12500181438,UT,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.07,-0.72
12508956245,NC,100+ EPs,0,Not Eligible,CAT1,-0.5%,.,Average,Low,0.26,-2.81
12509855463,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.01,-0.12
12510154532,WV,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.03,-0.15
12516337536,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.46,.
12517688796,TN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.17,.
12523143576,PA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.42,.
12527550766,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.01,0.00
12528310914,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.22,-0.40
12528704617,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.35,.
12544175184,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.21,1.00
12547736652,VA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.11,0.72
12549623645,MN,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.30,0.51
12552227502,NC,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.11,-1.36
12552603211,MO,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.24,0.64
12553279475,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
12574458870,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12578543397,NJ,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
12579307177,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.35,-0.14
12597790836,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.30,1.16
12598751227,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.22,.
12600787769,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,1.85,-1.71
12607489778,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.41,.
12637113759,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.06,0.22
12654254027,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.11,0.89
12669304949,TX,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.00,.
12671883805,OR,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.88,0.15
12677837627,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,1.49,-2.33
12681095752,OR,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12691481563,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12692918331,OH,100+ EPs,1,Not Eligible,CAT1,-0.5%,.,Average,Low,-0.15,-1.16
12702834213,DC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.40,-0.84
12727774193,IN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.01,.
12729462220,SD,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.27,0.86
12748858964,NV,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.41,.
12758833671,CT,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.77,-0.52
12774625863,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.13,0.62
12783972055,NM,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.47,0.90
12788488767,CO,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.07,0.90
12798311908,AZ,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
12798961429,VA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.15,0.79
12803676578,VA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.16,.
12804044662,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.20,0.11
12817570211,IN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.14,-0.45
12820871729,NC,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.20,0.48
12824844178,SD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.10,0.01
12828512273,RI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.12,.
12831224385,MA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.06,0.62
12849610541,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.30,-0.55
12859214873,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.10,-0.35
12863680350,PA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.59,.
12868326560,IL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,5.28,.
12881999328,NY,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.29,0.68
12886231588,WI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.18,-0.37
12898108869,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.16,-0.20
12906192478,MD,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.39,-0.93
12916792643,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.06,0.25
12931817526,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.36,-0.09
12933180358,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.15,0.81
12945192028,WI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.26,0.59
12952985354,KY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,5.47,.
12968147504,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.81,-1.30
12979103110,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.45,-0.54
12979570653,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.26,-0.37
12993339543,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.87,.
13010482402,MO,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.08,.
13019676765,WI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.53,.
13019994789,NH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.29,.
13051145182,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.21,0.50
13054518483,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.76,.
13060042558,SD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.09,0.98
13062134993,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
13066405482,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.33,0.09
13075095790,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.40,0.51
13086764019,ME,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.16,0.83
13091288281,MO,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.27,.
13095411067,MO,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.16,.
13107245630,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.50,0.28
13117811205,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.22,-0.25
13121656135,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13123989785,VA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.85,1.37
13125168486,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.05,-0.23
13143779636,GA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.23,0.50
13163951985,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.07,0.64
13164337522,NJ,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13164783211,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.24,0.33
13175943243,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,6.90,.
13193859703,OK,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.19,0.08
13194883338,KS,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.89,-0.80
13196434542,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.90,.
13207431832,SC,100+ EPs,1,Not Eligible,CAT1,0.0,-1.0%,Average,Average,0.04,0.00
13217871669,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.73,-1.27
13221699072,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.23,0.50
13225441971,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.06,.
13233985407,LA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.05,0.53
13239310126,IL,100+ EPs,0,Not Eligible,CAT1,-1.0%,.,High,Low,1.03,-1.25
13244836941,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,5.10,-2.22
13246979052,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.33,0.59
13259156456,TN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
13263265942,TX,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.94,.
13265763980,CA,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,-0.59,.
13287283334,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.19,0.16
13320072054,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13324901834,NM,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
13333429170,OR,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.36,1.86
13357389795,CT,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.12,-0.34
13358738471,MN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
13359753238,GA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.22,.
13359928641,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.88,-0.68
13377825851,GA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
13413862600,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.15,-0.29
13429791052,PA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,3.94,.
13431028030,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.01,-0.23
13431961101,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.28,0.80
13436534235,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.53,.
13455883716,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.16,0.46
13461749500,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.09,.
13474369217,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13477867893,AZ,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,1.99,-1.17
13493715075,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
13511818517,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.04,0.77
13527184941,NJ,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
13529566517,MD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.71,-1.06
13535911620,HI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.19,.
13545816329,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,1.48,-1.09
13556143697,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.02,-1.61
13559969461,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.08,-0.49
